objectid,ID,IGSID,title,CommodityList,CompanyList,longitude,latitude,DMSlon,DMSlat,WGS84lon,WGS84lat,q24k,q100k,q250k,plss,plssTOWNSHIP,plssRANGE,plssSECTION,plssQQSECTION,plssQSECTION,CountyName,SurfaceManagementAgency,FSAgencyName,OrangeNumber,ZIP,MiningDistrict,Placer,Underground,Surface,Drilled,Producer,Processing,LocationType,NameWeb,CommodityWeb,CompanyWeb,WebMercLon,WebMercLat,type,format,display_template,image_small,image_thumb,object_location
WL0327,9123,WL0327,"East Hecla Group, Liquidator",,Liquidator Mining,-115.77,47.5,"115° 46' 42.62008800"" W","47° 30' 22.71211200"" N",-115.77,47.5,Burke,Thompson Falls,Wallace,48N 05E NWSE,48N,05E,14,NWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,516,83873,Lelande,0,0,0,0,0,0,1,|East Hecla Group|Liquidator|,,|Liquidator Mining|,-115.77,47.5,text,record,record,,,
WL0328,9124,WL0328,Osburn Tailings,gold; silver; zinc; copper; lead,,-115.99,47.5,"115° 59' 38.26255200"" W","47° 30' 08.34231600"" N",-115.99,47.5,Osburn,Thompson Falls,Wallace,48N 04E SWSE,48N,04E,18,SWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,556,83849,Evolution,0,0,0,0,1,0,0,|Osburn Tailings|,|gold|silver|zinc|copper|lead|,,-115.99,47.5,text,record,record,,,
WL0329,9125,WL0329,"Bell Mine, Goodenough Mining Co., Maggie M., Mutual Mines Development Co., Pacific, South Gem, South Side Group, West End Mine, West Star Prospect, Western Pacific Mining Co.",lead; silver; gold; zinc,Bell Mining; Goodenough Mining; Pacific Mining and Milling; South Gem Mining; West Star Mining; Western Pacific Mining,-115.86,47.5,"115° 51' 40.38462000"" W","47° 30' 12.16188000"" N",-115.86,47.5,Burke,Thompson Falls,Wallace,48N 05E SESE,48N,05E,18,SESE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,108,83873,Lelande,0,1,0,0,0,0,1,|Bell Mine|Goodenough Mining Co.|Maggie M.|Mutual Mines Development Co.|Pacific|South Gem|South Side Group|West End Mine|West Star Prospect|Western Pacific Mining Co.|,|lead|silver|gold|zinc|,|Bell Mining|Goodenough Mining|Pacific Mining and Milling|South Gem Mining|West Star Mining|Western Pacific Mining|,-115.86,47.5,text,record,record,,,
WL0330,9126,WL0330,"North Star Mining and Dev. Co., Silver Star Mine",lead; silver,North Star Mining and Development; Silver Star Mines,-115.9,47.5,"115° 54' 15.90904800"" W","47° 30' 04.06072800"" N",-115.9,47.5,Osburn,Thompson Falls,Wallace,48N 04E SESE,48N,04E,14,SESE,SE,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,250,83873,Placer Center,0,0,0,0,0,0,1,|North Star Mining and Dev. Co.|Silver Star Mine|,|lead|silver|,|North Star Mining and Development|Silver Star Mines|,-115.9,47.5,text,record,record,,,
WL0331,9127,WL0331,"Goodenough Group, Markwell South Side Group, South Side Group, West Star Group",lead; zinc; silver,,-115.84,47.5,"115° 51' 03.08736000"" W","47° 30' 02.22620400"" N",-115.85,47.5,Burke,Thompson Falls,Wallace,48N 05E NENW,48N,05E,20,NENW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,549,83873,Lelande,0,0,0,0,0,0,0,|Goodenough Group|Markwell South Side Group|South Side Group|West Star Group|,|lead|zinc|silver|,,-115.85,47.5,text,record,record,,,
WL0332,9128,WL0332,"H.E.M. Mining Co., Western Union Mine-lower adit",gold; copper; silver; lead; zinc,Day Mines,-115.94,47.5,"115° 57' 00.10980000"" W","47° 30' 00.35150400"" N",-115.95,47.5,Osburn,Thompson Falls,Wallace,48N 04E NWNE,48N,04E,21,NWNE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,234,83873,Evolution,0,1,0,0,1,0,1,|H.E.M. Mining Co.|Western Union Mine-lower adit|,|gold|copper|silver|lead|zinc|,|Day Mines|,-115.95,47.5,text,record,record,,,
WL0333,9129,WL0333,East Hecla Mining Co. Ltd.,lead; silver; zinc,East Hecla Mining,-115.76,47.5,"115° 45' 53.08250400"" W","47° 30' 15.11647200"" N",-115.76,47.5,Burke,Thompson Falls,Wallace,48N 05E SESW,48N,05E,13,SESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,491,83846,Lelande,0,0,0,0,0,0,1,|East Hecla Mining Co. Ltd.|,|lead|silver|zinc|,|East Hecla Mining|,-115.76,47.5,text,record,record,,,
WL0334,9130,WL0334,Bullfrog Group,,Bull Frog Silver Lead Mining,-115.71,47.5,"115° 42' 48.93739200"" W","47° 30' 34.12584000"" N",-115.71,47.5,Thompson Pass,Thompson Falls,Wallace,48N 06E SWNE,48N,06E,17,SWNE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,273,83846,Lelande,0,0,0,0,0,0,1,|Bullfrog Group|,,|Bull Frog Silver Lead Mining|,-115.71,47.5,text,record,record,,,
WL0335,9131,WL0335,"Paradise, Revenue Creek, Silverton Prospect-lower adit",lead; zinc; silver,Callahan Mining Company; Paradise Mines Association; Paradise Mining; Silverton Mines; Silverton Mines Incorporated,-115.93,47.5,"115° 56' 01.75210800"" W","47° 30' 00.53197200"" N",-115.93,47.5,Osburn,Thompson Falls,Wallace,48N 04E SESW,48N,04E,15,SESW,SW,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,240,83873,Placer Center,0,1,0,0,0,0,1,|Paradise|Revenue Creek|Silverton Prospect-lower adit|,|lead|zinc|silver|,|Callahan Mining Company|Paradise Mines Association|Paradise Mining|Silverton Mines|Silverton Mines Incorporated|,-115.93,47.5,text,record,record,,,
WL0336,9132,WL0336,"National Copper Mine, Missoula Copper Prospect, Slide Group",copper; lead; silver,Missoula Copper Mining Company; National Copper Mining Company,-115.75,47.49,"115° 45' 04.04877600"" W","47° 29' 57.29686800"" N",-115.75,47.49,Mullan,Wallace,Wallace,48N 05E NENE,48N,05E,24,NENE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,130,83846,Lelande,0,1,0,0,0,1,1,|National Copper Mine|Missoula Copper Prospect|Slide Group|,|copper|lead|silver|,|Missoula Copper Mining Company|National Copper Mining Company|,-115.75,47.49,text,record,record,,,
WL0337,9133,WL0337,St. Elmo Prospect,silver; copper; lead,Asarco Incorporated; Callahan Mining Company; Coeur d'Alene Mines Corporation (Cda); Hecla Mining Company; St. Elmo Silver Mines Corporation,-115.99,47.49,"115° 59' 54.78673200"" W","47° 29' 49.08220800"" N",-115.99,47.49,Wallace,Wallace,Wallace,48N 04E SENW,48N,04E,19,SENW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,233,83873,Evolution,0,1,0,0,0,0,1,|St. Elmo Prospect|,|silver|copper|lead|,|Asarco Incorporated|Callahan Mining Company|Coeur d'Alene Mines Corporation (Cda)|Hecla Mining Company|St. Elmo Silver Mines Corporation|,-115.99,47.49,text,record,record,,,
WL0338,9134,WL0338,Canyon Creek Milling Co.,silver; lead; zinc,Canyon Creek Milling Company,-115.88,47.5,"115° 52' 55.80663600"" W","47° 30' 00.28134000"" N",-115.88,47.5,Osburn,Thompson Falls,Wallace,48N 04E NENE,48N,04E,24,NENE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,481,83873,Placer Center,0,0,0,0,0,0,1,|Canyon Creek Milling Co.|,|silver|lead|zinc|,|Canyon Creek Milling Company|,-115.88,47.5,text,record,record,,,
WL0339,9135,WL0339,"Maggie M, Markwell South Side Group, Pacific, South Gem, South Side Group, West End, West Gem Group, West Star Group, Western Pacific",lead; silver; zinc,West Gem Mining Company,-115.86,47.5,"115° 52' 15.08980800"" W","47° 30' 21.34162800"" N",-115.87,47.5,Burke,Thompson Falls,Wallace,48N 05E NESW,48N,05E,18,NESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,547,83873,Placer Center,0,0,0,0,0,0,1,|Maggie M|Markwell South Side Group|Pacific|South Gem|South Side Group|West End|West Gem Group|West Star Group|Western Pacific|,|lead|silver|zinc|,|West Gem Mining Company|,-115.87,47.5,text,record,record,,,
WL0340,9136,WL0340,Bell,lead; silver,,-115.85,47.49,"115° 51' 25.04782800"" W","47° 29' 51.42602400"" N",-115.85,47.49,Mullan,Wallace,Wallace,48N 05E SWNW,48N,05E,20,SWNW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,548,83873,Lelande,0,0,0,0,0,0,0,|Bell|,|lead|silver|,,-115.85,47.49,text,record,record,,,
WL0341,9137,WL0341,Silver Eagle Group,gold; lead; zinc; silver,Minexco; Silver Eagle Mining Company,-115.91,47.5,"115° 54' 55.07820000"" W","47° 30' 03.34044000"" N",-115.91,47.5,Osburn,Thompson Falls,Wallace,48N 04E SESW,48N,04E,14,SESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,493,83873,Placer Center,0,0,0,0,0,0,1,|Silver Eagle Group|,|gold|lead|zinc|silver|,|Minexco|Silver Eagle Mining Company|,-115.91,47.5,text,record,record,,,
WL0342,9138,WL0342,Daybreak Prospect,silver,,-115.94,47.48,"115° 56' 37.10443200"" W","47° 29' 17.33175600"" N",-115.94,47.48,Wallace,Wallace,Wallace,48N 04E SWSW,48N,04E,22,SWSW,SW,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,517,83873,Placer Center,0,0,0,0,0,0,1,|Daybreak Prospect|,|silver|,,-115.94,47.48,text,record,record,,,
WL0343,9139,WL0343,"Silver Verde May, Verda May, Verde May Prospect",lead; zinc; silver,Verde May Mining Company,-115.87,47.5,"115° 52' 44.89831200"" W","47° 30' 00.35344800"" N",-115.87,47.5,Osburn,Thompson Falls,Wallace,48N 04E NENE,48N,04E,24,NENE,NE,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,244,83873,Placer Center,0,1,0,0,0,0,1,|Silver Verde May|Verda May|Verde May Prospect|,|lead|zinc|silver|,|Verde May Mining Company|,-115.87,47.5,text,record,record,,,
WL0344,9140,WL0344,Cuba,lead; silver,Cuba Mining Company,-115.9,47.49,"115° 54' 18.10504800"" W","47° 29' 59.34472800"" N",-115.9,47.49,Wallace,Wallace,Wallace,48N 04E NENE,48N,04E,23,NENE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,488,83873,Placer Center,0,0,0,0,0,0,1,|Cuba|,|lead|silver|,|Cuba Mining Company|,-115.9,47.49,text,record,record,,,
WL0345,9141,WL0345,"Copper King Mine-lower workings, King Group",zinc; silver; copper; lead,Coeur d'Alene Mining and Smelting Company Limited; Copper King Mining and Smelting Company; Day Mines; Day Mines Incorporated; Day Rock Mines; Day Rock Mining; Dayrock; King Mining Company; Strattons Mines,-115.76,47.49,"115° 46' 07.95046800"" W","47° 29' 45.59643600"" N",-115.76,47.49,Mullan,Wallace,Wallace,48N 05E SWNW,48N,05E,24,SWNW,NW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,129,83846,Hunter,0,1,0,0,0,0,1,|Copper King Mine-lower workings|King Group|,|zinc|silver|copper|lead|,|Coeur d'Alene Mining and Smelting Company Limited|Copper King Mining and Smelting Company|Day Mines|Day Mines Incorporated|Day Rock Mines|Day Rock Mining|Dayrock|King Mining Company|Strattons Mines|,-115.76,47.49,text,record,record,,,
WL0346,9142,WL0346,"Blue Wing, Canyon Silver Mine, Formosa Mine, Mutual Mines Development Co., Silver Key, Zanetti",gold; lead; silver; copper; zinc,Blue Wing Mining; Canyon Silver Mine; Canyon Silver Mines; Fomosa Lead Mining Company Limited; Mutual Mines Development Company; New Wellington Resources,-115.87,47.49,"115° 52' 48.13834800"" W","47° 29' 55.70941200"" N",-115.88,47.49,Wallace,Wallace,Wallace,48N 04E NENE,48N,04E,24,NENE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,245,83873,Placer Center,0,1,0,0,1,0,1,|Blue Wing|Canyon Silver Mine|Formosa Mine|Mutual Mines Development Co.|Silver Key|Zanetti|,|gold|lead|silver|copper|zinc|,|Blue Wing Mining|Canyon Silver Mine|Canyon Silver Mines|Fomosa Lead Mining Company Limited|Mutual Mines Development Company|New Wellington Resources|,-115.88,47.49,text,record,record,,,
WL0347,9143,WL0347,North Franklin,lead; silver; zinc,North Franklin Mining Company,-115.8,47.49,"115° 48' 14.67410400"" W","47° 29' 41.52746400"" N",-115.8,47.49,Mullan,Wallace,Wallace,48N 05E NWSE,48N,05E,22,NWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,123,83846,Hunter,0,1,0,0,0,0,1,|North Franklin|,|lead|silver|zinc|,|North Franklin Mining Company|,-115.8,47.49,text,record,record,,,
WL0348,9144,WL0348,Daybreak Prospect,silver,,-115.92,47.49,"115° 55' 24.09463200"" W","47° 29' 39.18426000"" N",-115.92,47.49,Wallace,Wallace,Wallace,48N 04E SENE,48N,04E,22,SENE,NE,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,414,83873,Placer Center,0,0,0,0,0,0,0,|Daybreak Prospect|,|silver|,,-115.92,47.49,text,record,record,,,
WL0349,9145,WL0349,"Northside Prospect, Eureka Group, Far West Gold-Silver Mining Co., North Side",lead; zinc; silver,Eureka Mining and Milling,-115.9,47.49,"115° 54' 17.74476000"" W","47° 29' 41.70476400"" N",-115.9,47.49,Wallace,Wallace,Wallace,48N 04E SENE,48N,04E,23,SENE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,248,83873,Placer Center,0,1,0,0,0,0,1,|Northside Prospect|Eureka Group|Far West Gold-Silver Mining Co.|North Side|,|lead|zinc|silver|,|Eureka Mining and Milling|,-115.9,47.49,text,record,record,,,
WL0350,9146,WL0350,"Mullan Group, Mullan Mining Co.",silver; zinc; copper; lead,Mullan Mining Company,-115.77,47.48,"115° 46' 18.78639600"" W","47° 29' 23.02436400"" N",-115.77,47.48,Mullan,Wallace,Wallace,48N 05E SWSW,48N,05E,24,SWSW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,528,83846,Hunter,0,0,0,0,1,0,1,|Mullan Group|Mullan Mining Co.|,|silver|zinc|copper|lead|,|Mullan Mining Company|,-115.77,47.48,text,record,record,,,
WL0351,9147,WL0351,"Wall Street Prospect, Owatonna Group",lead; zinc,Wall Street Mining Company,-115.79,47.49,"115° 47' 44.93713200"" W","47° 29' 34.32771600"" N",-115.79,47.49,Mullan,Wallace,Wallace,48N 05E NESE,48N,05E,22,NESE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,125,83846,Hunter,0,1,0,0,0,0,1,|Wall Street Prospect|Owatonna Group|,|lead|zinc|,|Wall Street Mining Company|,-115.79,47.49,text,record,record,,,
WL0352,9148,WL0352,Grouse Prospect,lead; zinc; silver,,-115.82,47.49,"115° 49' 22.06797600"" W","47° 29' 35.33499600"" N",-115.82,47.49,Mullan,Wallace,Wallace,48N 05E NWSE,48N,05E,21,NWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,121,83846,Lelande,0,1,0,0,0,0,1,|Grouse Prospect|,|lead|zinc|silver|,,-115.82,47.49,text,record,record,,,
WL0353,9149,WL0353,"Midnight Mine, Morning Nos. 3-4",silver; lead; zinc; antimony; copper,Bunker Hill Limited Partnership; Hecla Mining Company; Star Phoenix Mining; Midnight Mining; Solid Mining,-115.8,47.49,"115° 48' 38.86675200"" W","47° 29' 37.31532000"" N",-115.81,47.49,Mullan,Wallace,Wallace,48N 05E NWSW,48N,05E,22,NWSW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,442,83846,Hunter,0,0,0,0,0,0,1,|Midnight Mine|Morning Nos. 3-4|,|silver|lead|zinc|antimony|copper|,|Bunker Hill Limited Partnership|Hecla Mining Company|Star Phoenix Mining|Midnight Mining|Solid Mining|,-115.81,47.49,text,record,record,,,
WL0354,9150,WL0354,"Morning Mine No. 5, Star-Morning Mine Unit, Sheridan Lease",gold; lead; copper; zinc; antimony; silver,Bunker Hill Limited Partnership; Hecla Mining Company; Star Phoenix Mining; Federal Mining and Smelting Company,-115.8,47.49,"115° 48' 14.78196000"" W","47° 29' 33.24750000"" N",-115.8,47.49,Mullan,Wallace,Wallace,48N 05E NWSE,48N,05E,22,NWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,124,83846,Hunter,0,1,0,0,1,1,1,|Morning Mine No. 5|Star-Morning Mine Unit|Sheridan Lease|,|gold|lead|copper|zinc|antimony|silver|,|Bunker Hill Limited Partnership|Hecla Mining Company|Star Phoenix Mining|Federal Mining and Smelting Company|,-115.8,47.49,text,record,record,,,
WL0355,9151,WL0355,"Pilot Prospect, Abot Mining Co.",lead; copper; gold; zinc; silver,Abot Mining; Abot Mining Company; Hecla Mining Company; Pilot Silver-Lead Mines; Pilot Silver-Lead Mines Incorporated,-115.76,47.49,"115° 46' 11.01043200"" W","47° 29' 37.82040000"" N",-115.76,47.49,Mullan,Wallace,Wallace,48N 05E NWSW,48N,05E,24,NWSW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,128,83846,Hunter,0,1,0,0,0,0,1,|Pilot Prospect|Abot Mining Co.|,|lead|copper|gold|zinc|silver|,|Abot Mining|Abot Mining Company|Hecla Mining Company|Pilot Silver-Lead Mines|Pilot Silver-Lead Mines Incorporated|,-115.76,47.49,text,record,record,,,
WL0356,9152,WL0356,"Lucky Calumet Prospect, King Group, Independent-Calument, Independent",lead; copper; zinc; silver,Consolidated Independent Calumet Mining Company; Independent Copper Mining and Milling Company; King Mining Company; Lucky Calumet Copper Mining Company Limited,-115.74,47.48,"115° 44' 37.19140800"" W","47° 29' 21.40512000"" N",-115.74,47.48,Lookout Pass,Wallace,Wallace,48N 06E SESW,48N,06E,19,SESW,SW,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,274,83846,Hunter,0,1,0,0,0,0,1,|Lucky Calumet Prospect|King Group|Independent-Calument|Independent|,|lead|copper|zinc|silver|,|Consolidated Independent Calumet Mining Company|Independent Copper Mining and Milling Company|King Mining Company|Lucky Calumet Copper Mining Company Limited|,-115.74,47.48,text,record,record,,,
WL0357,9153,WL0357,"Ivanhoe Mine, Ivanhoe-Star Mine, Star 1200 Level",lead; zinc,Ivanhoe Mining Company,-115.82,47.49,"115° 49' 39.70844400"" W","47° 29' 31.15885200"" N",-115.82,47.49,Mullan,Wallace,Wallace,48N 05E NESW,48N,05E,21,NESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,119,83846,Lelande,0,0,0,0,0,0,1,|Ivanhoe Mine|Ivanhoe-Star Mine|Star 1200 Level|,|lead|zinc|,|Ivanhoe Mining Company|,-115.82,47.49,text,record,record,,,
WL0358,9154,WL0358,Lewis & Clark Group,lead; silver,Lewis and Clark Mining Company,-115.7,47.49,"115° 42' 21.10759200"" W","47° 29' 31.66612800"" N",-115.7,47.49,Lookout Pass,Wallace,Wallace,48N 06E NWSW,48N,06E,21,NWSW,SW,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,392,83846,Hunter,0,0,0,0,0,0,1,|Lewis & Clark Group|,|lead|silver|,|Lewis and Clark Mining Company|,-115.7,47.49,text,record,record,,,
WL0359,9155,WL0359,Iron King,lead; silver,Iron King Mining Company Limited,-115.93,47.51,"115° 56' 15.10922400"" W","47° 30' 45.06379200"" N",-115.93,47.51,Osburn,Thompson Falls,Wallace,48N 04E NENW,48N,04E,15,NENW,NW,Shoshone,USFS;IDL-Cataldo FPD,IDL-Cataldo FPD,509,83873,Beaver,0,0,0,0,0,0,1,|Iron King|,|lead|silver|,|Iron King Mining Company Limited|,-115.93,47.51,text,record,record,,,
WL0360,9156,WL0360,"Comstock Group, Metals Mining Co.",silver; lead,Metals Mining Company,-115.91,47.49,"115° 55' 07.85812800"" W","47° 29' 35.90840400"" N",-115.91,47.49,Wallace,Wallace,Wallace,48N 04E NWSW,48N,04E,23,NWSW,SW,Shoshone,BLM;IDL-Cataldo FPD,IDL-Cataldo FPD,524,83873,Placer Center,0,0,0,0,0,0,1,|Comstock Group|Metals Mining Co.|,|silver|lead|,|Metals Mining Company|,-115.91,47.49,text,record,record,,,
WL0361,9157,WL0361,"Snowstorm Apex Mine, Zenith Silver Mines Corp.",copper; gold; silver,Hecla Mining Company; Inspiration Lead; Silverore Mining Company; Roberts Coeur d'Alene Mining and Milling; Snow Storm Mines Consolidated; Snow Storm Mining; Snow Storm Silver Lead; Snowstorm Apex Mining; Snowstorm Leasing; Zenith Silver Mines; Zenith Silver Mines Corporation,-115.72,47.49,"115° 43' 28.24946400"" W","47° 29' 26.22962400"" N",-115.72,47.49,Lookout Pass,Wallace,Wallace,48N 06E SWSW,48N,06E,20,SWSW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,555,83846,Hunter,0,0,0,1,0,0,1,|Snowstorm Apex Mine|Zenith Silver Mines Corp.|,|copper|gold|silver|,|Hecla Mining Company|Inspiration Lead|Silverore Mining Company|Roberts Coeur d'Alene Mining and Milling|Snow Storm Mines Consolidated|Snow Storm Mining|Snow Storm Silver Lead|Snowstorm Apex Mining|Snowstorm Leasing|Zenith Silver Mines|Zenith Silver Mines Corporation|,-115.72,47.49,text,record,record,,,
WL0362,9158,WL0362,"Coeur Mine, Rainbow Mine, Mineral Point, Coeur d'Alene Mines",gold; copper; antimony; uranium; zinc; silver; lead,Asarco; Asarco Incorporated; Asasrco; Callahan Mining Company; Coeur d'Alene Mines; Coeur d'Alene Mines Corporation (Cda); Hecla Mining Company; ASARCO; Asarco Incorporated; Coeur d'Alene Mines; Coeur d'Alene Mines Corporation (Cda); Mineral Point Develoment Company Limited; Asarco Incorporated; Coeur d Alene Mines Corporation (CDA); Silver Resources Corporation,-115.98,47.48,"115° 59' 16.40914800"" W","47° 29' 22.01056800"" N",-115.98,47.48,Wallace,Wallace,Wallace,48N 04E SESE,48N,04E,19,SESE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,251,83873,Evolution,0,1,0,0,1,1,1,|Coeur Mine|Rainbow Mine|Mineral Point|Coeur d'Alene Mines|,|gold|copper|antimony|uranium|zinc|silver|lead|,|Asarco|Asarco Incorporated|Asasrco|Callahan Mining Company|Coeur d'Alene Mines|Coeur d'Alene Mines Corporation (Cda)|Hecla Mining Company|ASARCO|Asarco Incorporated|Coeur d'Alene Mines|Coeur d'Alene Mines Corporation (Cda)|Mineral Point Develoment Company Limited|Asarco Incorporated|Coeur d Alene Mines Corporation (CDA)|Silver Resources Corporation|,-115.98,47.48,text,record,record,,,
WL0363,9159,WL0363,National Lead Mining Co.,lead; silver,National Lead Mining Company,-115.84,47.49,"115° 50' 35.07795600"" W","47° 29' 25.36245600"" N",-115.84,47.49,Mullan,Wallace,Wallace,48N 05E SWSE,48N,05E,20,SWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,486,83846,Lelande,0,0,0,0,0,0,1,|National Lead Mining Co.|,|lead|silver|,|National Lead Mining Company|,-115.84,47.49,text,record,record,,,
WL0364,9160,WL0364,Cincinnati Prospect,lead; silver; copper; zinc,Cincinnati Mining; Robert M. Adams,-115.78,47.49,"115° 47' 22.22030400"" W","47° 29' 24.78789600"" N",-115.78,47.49,Mullan,Wallace,Wallace,48N 05E SWSW,48N,05E,23,SWSW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,126,83846,Hunter,0,1,0,0,0,0,1,|Cincinnati Prospect|,|lead|silver|copper|zinc|,|Cincinnati Mining|Robert M. Adams|,-115.78,47.49,text,record,record,,,
WL0365,9161,WL0365,Osburn Silver-Lead,lead; silver,Asarco Incorporated; Callahan Mining Company; Coeur d'Alene Mines Corporation (Cda); Hecla Mining Company,-115.97,47.49,"115° 58' 46.09646400"" W","47° 29' 32.34274800"" N",-115.97,47.49,Wallace,Wallace,Wallace,48N 04E NESW,48N,04E,20,NESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,533,83873,Evolution,0,0,0,0,0,0,1,|Osburn Silver-Lead|,|lead|silver|,|Asarco Incorporated|Callahan Mining Company|Coeur d'Alene Mines Corporation (Cda)|Hecla Mining Company|,-115.97,47.49,text,record,record,,,
WL0366,9162,WL0366,"Star Mine, Star Unit Area",gold; zinc; lead; silver; copper,Star-Phoenix Mining Company; Hecla Mining Company; Star-Phoenix Mining Company; Bunker Hill Limited Partnership; Hecla Mining Company; Hecla Mining Company; Star-Phoenix Mining Company,-115.82,47.49,"115° 49' 19.08001200"" W","47° 29' 43.36299600"" N",-115.82,47.49,Mullan,Wallace,Wallace,48N 05E SWNE,48N,05E,21,SWNE,NE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,459,83846,Lelande,0,1,0,0,1,1,1,|Star Mine|Star Unit Area|,|gold|zinc|lead|silver|copper|,|Star-Phoenix Mining Company|Hecla Mining Company|Star-Phoenix Mining Company|Bunker Hill Limited Partnership|Hecla Mining Company|Hecla Mining Company|Star-Phoenix Mining Company|,-115.82,47.49,text,record,record,,,
WL0367,9163,WL0367,"National Mine, United Copper Property",gold; lead; copper; zinc; silver,Day Mines; Hecla Mining Company; Hecla-Day Mining; King Mining; Missoula Copper Mining; National Copper Mining; National Copper Mining Company,-115.76,47.49,"115° 45' 46.16946000"" W","47° 29' 24.42861600"" N",-115.76,47.49,Mullan,Wallace,Wallace,48N 05E SESW,48N,05E,24,SESW,SW,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,131,83846,Hunter,0,1,0,0,1,1,1,|National Mine|United Copper Property|,|gold|lead|copper|zinc|silver|,|Day Mines|Hecla Mining Company|Hecla-Day Mining|King Mining|Missoula Copper Mining|National Copper Mining|National Copper Mining Company|,-115.76,47.49,text,record,record,,,
WL0368,9164,WL0368,Copper Plate Prospect,lead; zinc; copper; silver,Copper Plate Mining,-115.77,47.49,"115° 46' 20.58650400"" W","47° 29' 24.71636400"" N",-115.77,47.49,Mullan,Wallace,Wallace,48N 05E SESE,48N,05E,23,SESE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,127,83846,Hunter,0,1,0,0,0,0,1,|Copper Plate Prospect|,|lead|zinc|copper|silver|,|Copper Plate Mining|,-115.77,47.49,text,record,record,,,
WL0369,9165,WL0369,"Vulcan Mine, Callahan",lead; zinc; silver,Asarco Incorporated; Callahan Mining Company; Coeur d'Alene Mines Corporation (Cda); Hecla Mining Company,-115.97,47.48,"115° 58' 23.01960000"" W","47° 29' 21.18296400"" N",-115.97,47.48,Wallace,Wallace,Wallace,48N 04E SWSE,48N,04E,20,SWSE,SE,Shoshone,PRIVATE;IDL-Cataldo FPD,IDL-Cataldo FPD,252,83873,Evolution,0,1,0,0,0,0,0,|Vulcan Mine|Callahan|,|lead|zinc|silver|,|Asarco Incorporated|Callahan Mining Company|Coeur d'Alene Mines Corporation (Cda)|Hecla Mining Company|,-115.97,47.48,text,record,record,,,
